text,label,Experience of Unity,Spiritual Experience,Blissful State,Insightfulness,Disembodiment,Impaired control and cognition,anxiety,Complex imagery,elementary imagery,audio-visual synesthesiase,Changed meaning of percepts,Oceanic Boundlessness,Ego-Dissolution,Visionary Restructuralization,Additional Items of Secondary Scale
"even though I think I'm bad, maybe I'm thinking of quitting",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm talking to my coaches,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'm talking to my parents, what they say to me, that I seem to be bad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confronting fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignore statements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to speak out,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exercise harder & prove the opposite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search for new team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report conflict to the coach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
challenge them to a duel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll talk to the others about it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll leave the team and find a new one.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I express my anger to the team.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm improving my skills.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm complaining to the coach.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think of my strengths.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop doing this sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
change the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
try to improve me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speak directly to what this is all about,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ask them what I should improve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Put it to the coach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am passive-aggressive against these fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't care,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swearing her,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spread rumors about them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
say they play bad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Play extra bad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
challenge them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exert yourself during training to prove what you can do,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
take it as an incentive to train harder & improve yourself,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ask the trainer for tips,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get excited about it with friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decrease frustration through physical activity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to fellow players about their behavior & emotions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(yet) more training and getting better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show them in the future how good you really are,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Club,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to become friends with others from a team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more often to train together,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annoyance at outside friends to make air,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convince that players are simply unsympathetic people,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drowning Frustrate in Alcohol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm leaving the team and I'm looking for a less demanding,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ask why I'm not a good player and how I can improve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train more and more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ask the other players if they perceive it that way.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Questions What Moves You to This Estimation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throwing the other to the head also inadequately,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exercise harder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meditate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighing whether constructive criticism (energy input) can be effective,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change sports team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change sports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End sports (depending on the reality whether you are good or not),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accept,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishing good luck,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll prove to him that I'm a good player,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train even harder than before,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll talk to him/her in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ignore him,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm addressing these people.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll talk to the referee about it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm trying to ignore this and trust in my skills.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train to get better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I see other things I can do better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get out of the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I'm going to party, meet friends who cheer me up",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm looking for another sport that I might be able to do better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistakes are the way to success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As long as I like to do it, don't bother me any more",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remember me, keep your own skills in mind",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take a deep breath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Close your eyes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addressing the problem with them openly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to others about the incident,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walking,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distracting What Funny Things Do,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meeting Friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meeting Family,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Accept criticism, ask what I can do better",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harder training for the sports team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petting cat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go for a good meal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What nice things to do,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"share my anger with others, ask for reasons",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spreading evil smells over them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accept & leave the sports team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Look at my needs & then decide if I want to continue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more training,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get tips from the others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find new sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accept what has been said as helpful criticism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to fellow players about their statement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convert Anger to Motivation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ask other players for their own performance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I confront & ask for the reason.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ask other members what they think.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm doing all I can in training.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll call a friend and get excited.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm looking at my last successes.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll ask the coach what I can do to improve.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm leaving the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I confront my fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm working on improving myself,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I talk to the coach to improve the group spirit through training,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I call on my fellow players to compete directly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm leaving the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm sad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train harder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I also say bad things about the others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ask fellow players about improvement tips,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ignore the messages,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't like them anymore and get out of their way,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I realize I'm bad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I remember things I'm good at,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm complaining to the coach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to the teammate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fighting with the teammate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go to work out,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telling Friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I confront the friend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I distance myself from the friend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train to get better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get out of the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't listen to what the friend said,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm quitting my friend's friendship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I let my friend help me to get better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am looking for a different form of physical activity in which I can play according to my own rules.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train harder to convince this fellow player of the opposite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ask why, if reasons are conclusive I accept them and see if they still feel like training with me: if ""yes"", everything is fine again and try my best",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"when ""no"" I stop playing with them",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more training to improve skills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Club,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Think of other positive attributes of your own,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find Support with Friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quit from the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meet me with friends and spend time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joining another team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find me another hobby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breathing and music to calm down,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fighting with the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell the team that this hurts me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complaining at the couch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't worry about it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confront fellow players why they claim that.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get me some suggestions for improvement.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find me another team. (possibly a little easier),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train harder.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find me another sport.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go to them and ask what I should improve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get out of the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trying to detect your own mistakes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighing whether the statement is based on facts or emotions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distract and don't think about it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ask someone else for their opinion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ask them where they see potential for improvement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I reflect on where they might be right,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm trying to improve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I take it as an incentive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Additional training,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't pay attention to fellow players' conversations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be Conscious That You Have Other Skills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apply for another team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find Another Hobby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-players say that behavior is angry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coach report,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It upsets me with friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop sports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ask me why they say that,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distracting me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perhaps there is potential for improvement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflect on my abilities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I will react and let out my anger (not in their presence),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I will train harder and try to prove to them that they were wrong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm trying to ignore the whole thing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I realize that I'm just doing sports for fun and you can't be good in everything,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll discuss it with them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I see my strengths in other areas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telling the Confident Person of Situation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Activity in which you are good (building up self-worth),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate ratios soberly: is fellow player really better player? > if yes: see rationally,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
> if no: Consciousness ridicule should not reach me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I work on my skills/train more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I will consciously accept and accept my own potential in sports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wonder if the opinion of others is important to me enough to stay angry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm asking why they thought that.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I ask them what they think I could do better,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I express my anger about the ""backback talk""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I say that (3) is not okay and does not promote team spirit.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If it doesn't get any better, I'll leave the team.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train harder to increase my performance even more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm leaving the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm talking to my fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm talking to the coach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm trying to turn the situation around by blaspheming about one or more worse players in my eyes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm looking for the conversation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm thinking for myself why they said that,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I avoid contact with the players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm looking for a new hobby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm changing the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll stop playing sports right now and forever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I start a fight and say they're so bad players themselves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm calling their parents,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I play totally against my fellow players at the next game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't give them the ball anymore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confront fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trying to improve performance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't spend time with friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take a break from sports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distraction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave sports team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinking Why They Say That,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ask for tips to get better.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remind me of what I am better/good in.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More training.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My colleagues say they hurt me with this.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find me a new sport.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to a friend about it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remind me why I actually do the sport/despite that.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Think of strategies for the game.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Responding to it with players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exercise harder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to the coach about it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to friends/family about it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just ignore fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-players prove you're not a bad player,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
do not play anymore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be mad at fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ignore fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to fellow players why they say that,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train and improve me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
being sad and blaming myself,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joiners Ask How I Can Improve,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watch tutorials on the Internet to improve me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take medicines (drugs) to improve performance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avenge me and talk bad about her too,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
become a better player,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mine can assume as it is,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
to think that the feeling is always subjective,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more training,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take the game with more ambition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell my fellow players that she has hurt my feelings with this,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
an insightful conversation with my fellow players guide my knowledge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deep breath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Respiratory exercises,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinking about whether it really is.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
address them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meet me with friends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
next time they're just as upset,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reject, envying one's own",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
try to improve me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show them what you're up to,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beating You,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They respond and ask if that's true & why they think that,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do Extra Training,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go to the therapist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The team is changing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change the sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinking they're just jealous of your talent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Converting anger into energy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't care what the others think about me.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Try not to make my self-esteem dependent & strengthen me.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to those responsible about it hurting me.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I confront the fellow players and ask them about the reason.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't lose faith in myself because I know what I can do,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm trying to figure out what motive the teammates were saying.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to accept legitimate criticism and take it as an incentive.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm working on not letting something like that get too close to me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll talk to friends about it to let my trouble out,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tell me they're stupid, others don't find it from me anyway",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Train harder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frustrating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Start dispute, > Distance > Opinion less important",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
See m. with worse athletes than me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find me elsewhere Confirmation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Question Trainer for constructive criticism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop sport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change of sports team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prove to her that I'm not a bad player,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Start a fight with her,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Step out of the team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find the conversation with her,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just ignore it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ask the other colleagues if they feel the same,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell the coach,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find me another team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Say the same thing about them before the others,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't ever do sports again,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
make yoga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go boxing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding the Reason,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change/lead sports team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prove the opposite to fellow players,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ask Others for their Opinion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Training more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk to the Chairman/Captain about it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use energy from anger and prove the opposite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I convince them of the opposite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't play with you anymore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll address them directly to them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don't change a word with them,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I leave them alone at important games, I talk to them about it",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm looking for a conversation with the team and I'm asking for a constructive review.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I train harder to convince them of the opposite.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to find the players individually to talk to them about the situation under four eyes.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm going to see my coach and ask about the actual state of my skills.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Realize that they're right, but it's also fun.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discuss fellow players that this was hurtful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exercise Harder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
